,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
38,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-05-30 08:12:43.000000,2024-05-30 04:41:20,12332.0,4220.0,1021.0,60.0,1482.0,574.0,1838.0,9364.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",238.0,42,True,2024-05-30 04:26:48.000,1.39.3,823.0,litellm,,,,others,2097.0,1893.0,https://pypi.org/project/litellm,2024-05-30 04:14:12.000,204.0,603826.0,604077.0,,,,,,,,1.0,251.0,,,,,,,,,,,,,,,,,,,
39,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-05-30 14:48:54.000000,2024-05-30 05:14:47,6548.0,389.0,611.0,54.0,4580.0,824.0,2314.0,8383.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,179.0,42,True,2024-05-07 23:10:29.000,0.17.0,274.0,wandb,conda-forge/wandb,,,,47583.0,46350.0,https://pypi.org/project/wandb,2024-05-07 22:08:37.000,1233.0,14001895.0,14013001.0,https://anaconda.org/conda-forge/wandb,2024-03-25 23:14:36.046,510910.0,,,,,1.0,,,wandb/wandb,,,,,,,,,,,,,,,,,
40,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-05-29 17:44:03.000000,2024-05-25 21:07:25,13984.0,100.0,2198.0,186.0,4413.0,773.0,2075.0,5905.0,Image processing in Python.,661.0,42,False,2024-04-20 19:25:20.000,0.23.2,65.0,scikit-image,conda-forge/scikit-image,,,,188418.0,182838.0,https://pypi.org/project/scikit-image,2024-04-20 19:25:20.000,5580.0,13235653.0,13369544.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6292892.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
41,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-05-30 13:11:39.000000,2024-05-28 23:42:59,2314.0,132.0,3870.0,335.0,2746.0,1067.0,1625.0,33181.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",313.0,41,True,2024-04-23 23:26:47.000,0.14.2,90.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],7392.0,7233.0,https://pypi.org/project/deepspeed,2024-04-23 23:26:47.000,159.0,499329.0,499676.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,18049.0,1.0,,,,,,,,,,,,,,,,,,,,
42,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-05-28 05:10:59.000000,2024-05-27 21:56:03,2269.0,97.0,4598.0,310.0,474.0,64.0,809.0,30226.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",139.0,41,True,2024-05-15 18:19:44.000,1.0.3,57.0,timm,conda-forge/timm,,,['pytorch'],30094.0,29337.0,https://pypi.org/project/timm,2024-05-15 18:16:15.000,757.0,5134298.0,5247967.0,https://anaconda.org/conda-forge/timm,2024-05-16 07:02:45.732,157545.0,,,,,1.0,6614704.0,,huggingface/pytorch-image-models,,,,,,,,,,,,,,,,,
43,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-05-30 13:08:47.000000,2024-05-30 12:01:00,19941.0,751.0,2610.0,275.0,20608.0,723.0,10219.0,27554.0,"A cloud-native vector database, storage for next generation AI applications.",275.0,41,True,2024-05-29 07:35:28.000,2.4.3,96.0,pymilvus,,milvusdb/milvus,,,120.0,,https://pypi.org/project/pymilvus,2024-05-17 04:01:58.000,120.0,504903.0,794201.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-05-30 13:07:09.350477,44.0,15973545.0,1.0,223186.0,,,,,,,,,,,,,,,,,,,
44,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-05-30 13:33:42.000000,2024-05-27 18:40:31,7483.0,156.0,1998.0,420.0,1066.0,828.0,921.0,20666.0,Data Apps & Dashboards for Python. No JavaScript Required.,154.0,41,True,2024-05-03 17:00:38.000,2.17.0,178.0,dash,conda-forge/dash,,,,64817.0,63657.0,https://pypi.org/project/dash,2024-05-03 16:56:05.000,1160.0,2923091.0,2950887.0,https://anaconda.org/conda-forge/dash,2024-05-04 04:54:12.137,1306376.0,,,,,1.0,72.0,,,,,,,,-1.0,,,,,,,,,,,
45,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-05-29 16:09:40.000000,2024-05-29 16:09:40,1439.0,95.0,2358.0,133.0,439.0,1071.0,935.0,14090.0,Multilingual Sentence & Image Embeddings with BERT.,163.0,41,True,2024-05-28 11:54:03.000,3.0.0,52.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],35526.0,34260.0,https://pypi.org/project/sentence-transformers,2024-05-28 11:53:37.000,1266.0,4218564.0,4224420.0,https://anaconda.org/conda-forge/sentence-transformers,2024-05-28 20:41:43.135,257666.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-05-30 06:44:17.309000,2024-05-27 08:52:44,9276.0,66.0,1149.0,140.0,5449.0,216.0,4421.0,13251.0,ML Experiments and Data Management with Git.,296.0,41,True,2024-05-27 08:54:15.000,3.51.1,527.0,dvc,conda-forge/dvc,,,,15503.0,15386.0,https://pypi.org/project/dvc,2024-05-27 08:54:15.000,117.0,482494.0,526062.0,https://anaconda.org/conda-forge/dvc,2024-05-30 06:44:17.309,1891030.0,,,,,1.0,40011.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,
47,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-05-29 16:57:45.000000,2024-04-05 06:11:40,14511.0,2.0,2821.0,463.0,1458.0,272.0,1517.0,13126.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,454.0,41,True,2023-07-20 15:52:53.307,0.9.9,59.0,nltk,conda-forge/nltk,,,,281776.0,277556.0,https://pypi.org/project/nltk,2023-07-20 15:52:53.307,4220.0,21003168.0,21030646.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2555503.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-05-18 11:08:05.245000,2024-05-12 00:07:36,8263.0,24.0,3324.0,478.0,703.0,48.0,2143.0,13116.0,A toolkit for making real world machine learning and data analysis applications in C++.,194.0,41,False,2024-04-03 23:33:43.000,19.24.4,37.0,dlib,conda-forge/dlib,,,,27623.0,27423.0,https://pypi.org/project/dlib,2024-04-03 23:33:43.000,200.0,478002.0,493463.0,https://anaconda.org/conda-forge/dlib,2024-05-18 11:08:05.245,715562.0,,,,,2.0,25436.0,,,,,,,,,,,,,,,,,,,
49,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-05-30 12:46:31.000000,2024-05-23 19:17:20,3666.0,39.0,765.0,141.0,1365.0,170.0,1778.0,8983.0,Declarative statistical visualization library for Python.,164.0,41,True,2024-03-30 15:36:52.000,5.3.0,40.0,altair,conda-forge/altair,,,,134745.0,133974.0,https://pypi.org/project/altair,2024-03-30 15:24:57.000,771.0,24057885.0,24135815.0,https://anaconda.org/conda-forge/altair,2024-03-30 18:57:22.082,2259963.0,,,,,1.0,123.0,,vega/altair,,,,,,-1.0,,,,,,,,,,,
50,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-05-30 14:26:53.000000,2024-05-30 11:18:54,9900.0,125.0,1936.0,225.0,3945.0,273.0,3019.0,8229.0,Bayesian Modeling and Probabilistic Programming in Python.,493.0,41,True,2024-05-30 11:59:48.000,5.15.1,85.0,pymc3,conda-forge/pymc3,,,,3547.0,3356.0,https://pypi.org/project/pymc3,2022-03-15 10:10:19.000,191.0,873023.0,879248.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,565031.0,,,,,1.0,1939.0,,,,,,,,,,,,,,,,,,,
51,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-05-30 13:40:02.000000,2024-05-30 11:18:55,47990.0,469.0,1148.0,192.0,390.0,507.0,1759.0,7812.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1235.0,41,True,2024-04-18 20:19:33.000,1.2.5,111.0,catboost,conda-forge/catboost,,,,400.0,14.0,https://pypi.org/project/catboost,2024-04-18 18:24:32.000,386.0,2175945.0,2215283.0,https://anaconda.org/conda-forge/catboost,2024-04-18 20:39:24.300,1518774.0,,,,,2.0,254215.0,,,,,,,,,,,,,,,,,,,
52,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-05-30 02:16:10.000000,2024-05-30 02:16:10,6186.0,52.0,7261.0,427.0,2915.0,1207.0,8481.0,39295.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",195.0,40,True,2024-03-29 09:49:07.000,2.7.5,44.0,paddleocr,,,,['paddle'],2683.0,2637.0,https://pypi.org/project/paddleocr,2024-03-29 09:49:07.000,46.0,167520.0,167520.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,
53,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-05-02 16:09:06.000000,2023-01-30 18:15:21,1757.0,,8557.0,1063.0,1452.0,92.0,1721.0,34018.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,40,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,55195.0,53680.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1515.0,445633.0,451396.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,282413.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-05-30 03:07:24.000000,2024-05-28 18:47:04,1123.0,99.0,3409.0,474.0,1003.0,452.0,1951.0,28726.0,A library for efficient similarity search and clustering of dense vectors.,176.0,40,True,2024-05-17 04:01:58.000,2.4.3,96.0,pymilvus,conda-forge/faiss,,,,3785.0,3665.0,https://pypi.org/project/pymilvus,2024-05-17 04:01:58.000,120.0,504903.0,530204.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1214480.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
55,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-05-25 05:17:03.000000,2024-05-25 05:16:59,2768.0,20.0,7515.0,611.0,2225.0,216.0,1590.0,25730.0,The fastai deep learning library.,667.0,40,True,2024-04-27 22:14:28.000,2.7.15,149.0,fastai,,,,['pytorch'],17694.0,17405.0,https://pypi.org/project/fastai,2024-04-27 22:14:28.000,289.0,359038.0,359038.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
56,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-05-27 14:39:38.000000,2024-05-19 16:25:01,1225.0,35.0,2210.0,240.0,558.0,152.0,1144.0,12091.0,Download market data from Yahoo! Finances API.,112.0,40,True,2024-05-19 16:28:00.000,0.2.40,112.0,yfinance,ranaroussi/yfinance,,,,39482.0,38927.0,https://pypi.org/project/yfinance,2024-05-19 16:28:00.000,555.0,1509825.0,1512504.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,91100.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
57,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-05-23 13:23:34.000000,2024-05-06 09:49:38,1773.0,14.0,736.0,120.0,590.0,60.0,899.0,8559.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,87.0,40,True,2024-04-17 21:37:50.000,0.19.1,95.0,tokenizers,conda-forge/tokenizers,,,,80351.0,79598.0,https://pypi.org/project/tokenizers,2024-04-17 21:36:02.000,753.0,25734481.0,25770335.0,https://anaconda.org/conda-forge/tokenizers,2024-04-18 01:39:43.525,1649314.0,,,,,1.0,47.0,,,,,,,,,,,,,,,,,,,
58,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-05-30 03:44:00.000000,2024-05-28 14:10:13,1443.0,129.0,817.0,96.0,1396.0,135.0,1302.0,7163.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",253.0,40,True,2024-05-10 17:47:54.000,0.30.1,51.0,accelerate,conda-forge/accelerate,,,['pytorch'],38863.0,37770.0,https://pypi.org/project/accelerate,2024-05-10 17:41:43.000,1093.0,8005312.0,8009805.0,https://anaconda.org/conda-forge/accelerate,2024-05-11 15:02:26.384,139298.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-05-24 16:44:31.000000,2024-05-23 12:49:32,1853.0,64.0,2208.0,163.0,850.0,87.0,1016.0,6717.0,Python Data. Leaflet.js Maps.,167.0,40,True,2024-02-29 08:58:17.000,0.16.0,31.0,folium,conda-forge/folium,,,,38567.0,37918.0,https://pypi.org/project/folium,2024-02-29 08:58:17.000,649.0,1245470.0,1314084.0,https://anaconda.org/conda-forge/folium,2024-02-29 12:23:49.642,2744598.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
60,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-05-30 11:02:57.000000,2024-05-28 08:06:08,1963.0,75.0,895.0,105.0,1621.0,436.0,1227.0,4254.0,Python tools for geographic data.,223.0,40,True,2024-04-28 13:49:29.000,0.14.4,54.0,geopandas,conda-forge/geopandas,,,['pandas'],38147.0,35684.0,https://pypi.org/project/geopandas,2024-04-28 13:49:24.000,2463.0,6131807.0,6209039.0,https://anaconda.org/conda-forge/geopandas,2024-04-28 20:22:12.956,3628650.0,,,,,1.0,2541.0,,,,,,,,,,,,,,,,,,,
61,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-05-30 11:43:19.000000,2024-05-30 09:04:27,6295.0,115.0,1517.0,106.0,4276.0,681.0,724.0,4216.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",307.0,40,True,2024-05-30 08:37:58.000,4.9.5,38.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],18102.0,17796.0,https://pypi.org/project/tensorflow-datasets,2024-05-30 08:37:52.000,306.0,4018548.0,4019375.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,29775.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
62,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-05-29 22:38:25.000000,2024-05-29 18:24:22,3690.0,153.0,1098.0,136.0,3057.0,294.0,1191.0,2058.0,A library for training and deploying machine learning models on Amazon SageMaker.,439.0,40,True,2024-05-22 22:51:24.000,2.221.1,588.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",4145.0,4011.0,https://pypi.org/project/sagemaker,2024-05-22 22:51:24.000,134.0,23934212.0,23952138.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-05-23 04:49:38.975,806683.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
63,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-05-30 13:51:23.000000,2024-05-28 16:35:07,5764.0,56.0,710.0,54.0,5008.0,1518.0,2332.0,1544.0,A distributed task scheduler for Dask.,324.0,40,True,2024-05-17 20:12:56.000,2024.5.1,229.0,distributed,conda-forge/distributed,,,,35326.0,34580.0,https://pypi.org/project/distributed,2024-05-17 20:12:56.000,746.0,4032957.0,4319258.0,https://anaconda.org/conda-forge/distributed,2024-05-17 21:36:49.014,13742453.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
64,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-05-25 02:26:16.000000,2024-05-16 10:39:34,8540.0,18.0,2187.0,208.0,4175.0,22.0,1925.0,20277.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2024-04-10 14:42:19.000,3.25.1,2461.0,jina,conda-forge/jina-core,jinaai/jina,,,1753.0,1726.0,https://pypi.org/project/jina,2024-04-10 14:39:06.000,27.0,38476.0,66121.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,64517.0,https://hub.docker.com/r/jinaai/jina,2024-05-16 11:00:01.190646,8.0,1307098.0,2.0,,,,,,,,,,,,,,,,,,,,
65,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-05-27 11:47:17.000000,2024-03-21 15:05:22,32610.0,6.0,4534.0,349.0,6359.0,117.0,6642.0,18108.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,39,True,2024-04-18 15:06:29.000,3.6.20,373.0,rasa,,,,['tensorflow'],4235.0,4176.0,https://pypi.org/project/rasa,2024-04-18 15:06:12.000,59.0,115559.0,115559.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
66,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-05-27 13:45:21.000000,2024-05-18 12:34:14,4516.0,4.0,4346.0,433.0,1693.0,381.0,1454.0,15334.0,Topic Modelling for Humans.,452.0,39,True,2023-08-24 08:48:21.000,4.3.2,93.0,gensim,conda-forge/gensim,,,,61338.0,60033.0,https://pypi.org/project/gensim,2023-08-24 08:48:21.000,1305.0,4941165.0,4974532.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1266308.0,,,,,1.0,4557.0,,piskvorky/gensim,,,,,,,,,,,,,,,,,
67,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2024-05-30 12:07:35.000000,2024-05-24 14:42:05,5955.0,55.0,2064.0,202.0,1192.0,83.0,2189.0,13633.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,261.0,39,True,2023-12-18 09:34:55.000,0.13.1,32.0,flair,conda-forge/python-flair,,,['pytorch'],3412.0,3283.0,https://pypi.org/project/flair,2023-12-18 09:34:55.000,129.0,265980.0,266524.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,25034.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
68,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-05-30 05:40:50.000000,2024-05-27 07:11:37,17662.0,364.0,953.0,117.0,3523.0,102.0,1545.0,9856.0,A hyperparameter optimization framework.,264.0,39,False,2024-04-01 06:04:15.000,3.6.1,64.0,optuna,conda-forge/optuna,,,,15641.0,14820.0,https://pypi.org/project/optuna,2024-04-01 06:04:15.000,821.0,2486254.0,2507721.0,https://anaconda.org/conda-forge/optuna,2024-03-29 06:40:40.525,1008967.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
69,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-05-30 14:36:57.000000,2024-05-30 14:27:40,4560.0,228.0,1285.0,103.0,3790.0,820.0,1477.0,7486.0,A unified framework for machine learning with time series.,361.0,39,True,2024-05-01 13:08:23.000,0.29.0,67.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2844.0,2735.0,https://pypi.org/project/sktime,2024-05-01 13:08:23.000,109.0,826753.0,854936.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-05-24 09:16:15.474,958212.0,,,,,1.0,91.0,,sktime/sktime,,,,,,,,,,,,,,,,,
70,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-05-30 09:48:44.000000,2024-05-30 09:48:38,4452.0,222.0,596.0,84.0,2384.0,225.0,706.0,5606.0,Flax is a neural network library for JAX that is designed for flexibility.,221.0,39,True,2024-05-24 17:09:35.000,0.8.4,45.0,flax,conda-forge/flax,,,['jax'],7941.0,7546.0,https://pypi.org/project/flax,2024-05-24 17:09:35.000,395.0,3941334.0,3942680.0,https://anaconda.org/conda-forge/flax,2024-04-30 18:49:11.574,51115.0,,,,,2.0,51.0,,,,,,,,,,,,,,,,,,,
71,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-05-29 09:31:09.000000,2024-05-14 08:55:08,2267.0,18.0,555.0,88.0,822.0,272.0,919.0,3706.0,Manipulation and analysis of geometric objects.,153.0,39,True,2024-04-16 22:26:21.000,2.0.4,123.0,shapely,conda-forge/shapely,,,,72455.0,69917.0,https://pypi.org/project/shapely,2024-04-16 22:26:21.000,2538.0,25820702.0,26029689.0,https://anaconda.org/conda-forge/shapely,2024-05-16 17:07:32.339,9399636.0,,,,,2.0,3339.0,,,,,,,,,,,,,,,,,,,
72,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-05-30 14:41:11.000000,2024-05-30 14:41:11,17984.0,118.0,1286.0,83.0,7846.0,530.0,4294.0,2576.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,371.0,39,True,2024-04-19 18:04:01.000,1.7.0,78.0,mne,conda-forge/mne,,,,4244.0,3899.0,https://pypi.org/project/mne,2024-04-19 18:04:01.000,345.0,119327.0,126998.0,https://anaconda.org/conda-forge/mne,2024-05-26 15:11:46.143,368208.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
73,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-05-27 18:57:39.000000,2024-02-05 13:23:18,2706.0,,9221.0,369.0,3141.0,1605.0,6669.0,28159.0,OpenMMLab Detection Toolbox and Benchmark.,480.0,38,True,2024-01-05 06:25:30.000,3.3.0,53.0,mmdet,,,,['pytorch'],2609.0,2545.0,https://pypi.org/project/mmdet,2024-01-05 06:25:30.000,64.0,244745.0,244745.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
