,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2024-10-09 21:12:27.000000,2024-10-09 17:25:32,2480.0,119.0,4714.0,311.0,519.0,49.0,866.0,31759.0,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and..",150.0,42,True,2024-08-23 23:42:07.000,1.0.9,60.0,timm,conda-forge/timm,,['pytorch'],7087305.0,6225650.0,38776.0,37847.0,https://pypi.org/project/timm,2024-08-23 23:31:27.000,929.0,6111862.0,https://anaconda.org/conda-forge/timm,2024-08-24 14:28:50.700,242434.0,1.0,,,,,,huggingface/pytorch-image-models,,,,,,,,,,,,,,,,,,
40,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-10-10 11:34:44.000000,2024-10-03 10:30:16,3943.0,55.0,6934.0,432.0,5408.0,1024.0,2443.0,16081.0,"Datasets, Transforms and Models specific to Computer Vision.",607.0,42,True,2024-09-04 20:08:34.000,0.19.1,47.0,torchvision,conda-forge/torchvision,,['pytorch'],38863.0,14251122.0,5654.0,21.0,https://pypi.org/project/torchvision,2024-09-04 19:14:53.000,5633.0,14211875.0,https://anaconda.org/conda-forge/torchvision,2024-10-07 12:02:14.673,1669110.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
41,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-10-08 12:20:39.000000,2024-10-08 12:20:36,9341.0,50.0,1177.0,137.0,5520.0,231.0,4470.0,13687.0,ML Experiments and Data Management with Git.,304.0,42,True,2024-09-02 15:02:10.000,3.55.2,538.0,dvc,conda-forge/dvc,,,,662605.0,18368.0,18242.0,https://pypi.org/project/dvc,2024-09-02 15:02:10.000,126.0,619019.0,https://anaconda.org/conda-forge/dvc,2024-09-02 18:55:30.141,2266519.0,1.0,,,,,,,,,,,,,,dvc,dvc,dvc,,,,,,,,
42,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-10-10 14:08:50.000000,2024-10-10 14:05:48,18025.0,3419.0,1482.0,70.0,2728.0,619.0,2756.0,12766.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",345.0,42,True,2024-10-10 14:08:50.000,1.49.0.de8,978.0,litellm,,,others,418.0,2314255.0,4169.0,3717.0,https://pypi.org/project/litellm,2024-10-09 10:56:33.000,452.0,2314046.0,,,,1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,
43,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-10-08 21:31:52.000000,2024-10-06 17:06:42,3785.0,97.0,791.0,140.0,1491.0,198.0,1814.0,9257.0,Declarative statistical visualization library for Python.,172.0,42,True,2024-08-27 04:41:23.000,5.4.1,42.0,altair,conda-forge/altair,,,193.0,23138370.0,167506.0,166632.0,https://pypi.org/project/altair,2024-08-27 04:31:06.000,874.0,23066336.0,https://anaconda.org/conda-forge/altair,2024-10-02 18:03:41.017,2449101.0,1.0,,,,,,vega/altair,,,,,,,,,,,,,,,,,,
44,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-10-10 09:17:14.000000,2024-10-10 01:37:15,7113.0,419.0,665.0,60.0,5248.0,876.0,2461.0,8982.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",194.0,42,True,2024-10-01 23:28:58.000,0.18.3,289.0,wandb,conda-forge/wandb,,,328.0,19105729.0,56670.0,55248.0,https://pypi.org/project/wandb,2024-10-01 23:27:12.000,1422.0,19092825.0,https://anaconda.org/conda-forge/wandb,2024-10-08 19:48:22.115,657753.0,1.0,,,,,,wandb/wandb,,,,,,,,,,,,,,,,,,
45,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-10-10 13:34:53.000000,2024-10-10 13:34:48,48668.0,423.0,1176.0,190.0,397.0,553.0,1778.0,8037.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1277.0,42,True,2024-09-07 20:11:05.000,1.2.7,113.0,catboost,conda-forge/catboost,,,311780.0,3404646.0,550.0,15.0,https://pypi.org/project/catboost,2024-09-07 16:51:57.000,535.0,3364281.0,https://anaconda.org/conda-forge/catboost,2024-09-07 21:05:39.027,1724770.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
46,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2024-10-08 00:39:40.000000,2024-10-08 00:39:40,5865.0,24.0,1655.0,189.0,5043.0,682.0,1240.0,6690.0,TensorFlows Visualization Toolkit.,321.0,42,True,2024-09-25 21:21:50.000,2.18.0,63.0,tensorboard,conda-forge/tensorboard,,['tensorflow'],,21690922.0,266330.0,264104.0,https://pypi.org/project/tensorboard,2024-09-25 21:21:50.000,2226.0,21593805.0,https://anaconda.org/conda-forge/tensorboard,2024-09-27 11:17:28.293,5050093.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
47,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-10-10 11:49:12.000000,2024-10-10 11:48:04,6302.0,80.0,7723.0,442.0,3090.0,171.0,9154.0,43115.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",255.0,41,True,2024-07-17 10:49:23.000,2.8.1,46.0,paddleocr,,,['paddle'],422488.0,451287.0,3518.0,3415.0,https://pypi.org/project/paddleocr,2024-07-17 10:49:23.000,103.0,442665.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
48,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-10-10 13:25:06.000000,2024-10-10 02:59:26,2510.0,144.0,4060.0,343.0,2975.0,1110.0,1771.0,35034.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",344.0,41,True,2024-10-09 17:47:57.000,0.15.2,96.0,deepspeed,,,['pytorch'],,508278.0,9242.0,9033.0,https://pypi.org/project/deepspeed,2024-10-09 17:47:57.000,209.0,507950.0,,,,1.0,deepspeed/deepspeed,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,18748.0,,,,,,,,,,,,,,,,,,,
49,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-10-09 16:31:16.000000,2024-10-09 15:26:22,1264.0,113.0,3572.0,480.0,1209.0,240.0,2277.0,30842.0,A library for efficient similarity search and clustering of dense vectors.,192.0,41,True,2024-10-04 21:33:29.000,1.9.0,101.0,pymilvus,conda-forge/faiss,,,,1066092.0,4209.0,4042.0,https://pypi.org/project/pymilvus,2024-09-25 11:24:52.000,167.0,1033025.0,https://anaconda.org/conda-forge/faiss,2024-08-09 18:17:48.122,1719496.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
50,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-10-10 12:36:09.000000,2024-10-10 12:33:21,20879.0,606.0,2840.0,277.0,22539.0,755.0,11194.0,29900.0,"A cloud-native vector database, storage for next generation AI applications.",290.0,41,True,2024-10-08 07:25:52.000,2.3.22,101.0,pymilvus,,,,269542.0,2132591.0,167.0,,https://pypi.org/project/pymilvus,2024-09-25 11:24:52.000,167.0,1033025.0,,,,1.0,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2024-10-08 06:17:07.407533,63.0,66799516.0,,,,,,,,,,,,,,,,,,,
51,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-10-07 20:30:03.000000,2024-10-07 18:50:24,1319.0,80.0,2325.0,242.0,604.0,185.0,1185.0,13209.0,Download market data from Yahoo! Finances API.,123.0,41,True,2024-09-30 19:02:33.000,0.2.44,116.0,yfinance,ranaroussi/yfinance,,,,2340478.0,48728.0,48071.0,https://pypi.org/project/yfinance,2024-09-30 19:02:33.000,657.0,2338023.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,95760.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
52,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-08-14 20:01:50.000000,2024-07-22 11:32:48,3237.0,1.0,1904.0,263.0,1122.0,176.0,2407.0,12462.0,Statistical data visualization in Python.,213.0,41,True,2024-01-25 13:21:49.000,0.13.2,37.0,seaborn,conda-forge/seaborn,,,444.0,19450628.0,494224.0,483381.0,https://pypi.org/project/seaborn,2024-01-25 13:21:49.000,10843.0,19251248.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,10367651.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
53,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2024-10-10 13:03:08.000000,2024-10-10 13:03:08,10089.0,93.0,1999.0,224.0,4070.0,311.0,3065.0,8672.0,Bayesian Modeling and Probabilistic Programming in Python.,505.0,41,True,2024-10-03 09:11:52.000,5.17.0,90.0,pymc3,conda-forge/pymc3,,,1955.0,289587.0,4469.0,4277.0,https://pypi.org/project/pymc3,2024-05-31 12:35:21.000,192.0,277955.0,https://anaconda.org/conda-forge/pymc3,2024-06-02 18:14:42.309,604067.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-10-08 20:54:15.000000,2024-10-08 20:54:15,3851.0,96.0,1138.0,137.0,3188.0,318.0,1204.0,2094.0,A library for training and deploying machine learning models on Amazon SageMaker.,458.0,41,True,2024-10-03 22:43:56.000,2.232.2,607.0,sagemaker,conda-forge/sagemaker-python-sdk,,"['mxnet', 'tensorflow']",,30744869.0,4671.0,4521.0,https://pypi.org/project/sagemaker,2024-10-03 22:43:56.000,150.0,30722920.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-07-31 06:30:51.886,1097461.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
55,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2024-05-02 16:09:06.000000,2023-01-30 18:15:21,1757.0,,8590.0,1059.0,1455.0,104.0,1723.0,34614.0,A toolkit for developing and comparing reinforcement learning algorithms.,383.0,40,False,2023-07-20 15:30:49.667,0.0.1,108.0,gym,conda-forge/gym,,,,22348415.0,59074.0,57526.0,https://pypi.org/project/gym,2023-07-20 15:30:49.667,1548.0,22342454.0,https://anaconda.org/conda-forge/gym,2023-06-16 19:18:41.854,321934.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
56,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-09-25 15:53:49.000000,2024-09-25 15:53:46,2789.0,14.0,7546.0,605.0,2235.0,222.0,1593.0,26187.0,The fastai deep learning library.,670.0,40,True,2024-08-27 06:50:53.000,2.7.17,151.0,fastai,,,['pytorch'],,393285.0,19244.0,18940.0,https://pypi.org/project/fastai,2024-08-27 06:50:53.000,304.0,393285.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
57,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-10-10 08:43:40.000000,2024-10-09 12:11:39,7629.0,54.0,3631.0,252.0,3137.0,1034.0,2659.0,21113.0,Graph Neural Network Library for PyTorch.,520.0,40,True,2024-09-26 08:11:27.000,2.6.1,46.0,torch-geometric,conda-forge/pytorch_geometric,,['pytorch'],,414365.0,6967.0,6612.0,https://pypi.org/project/torch-geometric,2024-09-26 08:11:27.000,355.0,412523.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-09-26 16:16:39.995,93982.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
58,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-10-01 23:03:49.000000,2024-10-01 23:03:47,8605.0,54.0,2216.0,211.0,4207.0,22.0,1937.0,21030.0,Build multimodal AI applications with cloud-native stack.,177.0,40,True,2024-10-01 09:31:10.000,3.27.17,2481.0,jina,conda-forge/jina-core,,,,163039.0,1798.0,1771.0,https://pypi.org/project/jina,2024-10-01 09:22:15.000,27.0,129763.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,76050.0,2.0,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2024-10-01 09:40:53.390346,8.0,1748405.0,,,,,,,,,,,,,,,,,,,
59,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-09-03 16:06:08.530000,2024-08-10 11:58:54,4534.0,8.0,4376.0,430.0,1708.0,384.0,1465.0,15603.0,Topic Modelling for Humans.,458.0,40,True,2024-07-19 14:39:26.000,4.3.3,94.0,gensim,conda-forge/gensim,,,4879.0,4584796.0,66600.0,65223.0,https://pypi.org/project/gensim,2024-07-19 14:39:26.000,1377.0,4552293.0,https://anaconda.org/conda-forge/gensim,2024-09-03 16:06:08.530,1395715.0,1.0,,,,,,piskvorky/gensim,,,,,,,,,,,,,,,,,,
60,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-10-10 11:28:23.000000,2024-10-10 11:28:23,1557.0,37.0,2449.0,140.0,548.0,1171.0,1010.0,15012.0,State-of-the-Art Text Embeddings.,184.0,40,True,2024-09-19 14:18:18.000,3.1.1,55.0,sentence-transformers,conda-forge/sentence-transformers,,['pytorch'],,5557852.0,51528.0,49894.0,https://pypi.org/project/sentence-transformers,2024-09-19 14:18:03.000,1634.0,5549545.0,https://anaconda.org/conda-forge/sentence-transformers,2024-09-24 16:14:33.235,407086.0,1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,
61,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-10-10 01:27:13.000000,2024-10-10 01:27:12,1024.0,87.0,1638.0,128.0,933.0,333.0,732.0,14110.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,151.0,40,True,2024-10-08 22:32:45.000,1.4.18,73.0,albumentations,conda-forge/albumentations,,['pytorch'],,4572444.0,28224.0,27639.0,https://pypi.org/project/albumentations,2024-10-08 22:32:45.000,585.0,4568569.0,https://anaconda.org/conda-forge/albumentations,2024-09-22 17:25:30.224,197663.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
62,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2024-10-06 16:57:35.000000,2024-10-06 16:57:24,8284.0,17.0,3366.0,479.0,725.0,53.0,2174.0,13472.0,A toolkit for making real world machine learning and data analysis applications in C++.,197.0,40,False,2024-08-09 19:26:11.000,19.24.6,39.0,dlib,conda-forge/dlib,,,25504.0,181682.0,30855.0,30642.0,https://pypi.org/project/dlib,2024-08-09 19:21:06.000,213.0,164578.0,https://anaconda.org/conda-forge/dlib,2024-09-11 22:57:26.780,877608.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
63,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-10-10 13:30:26.000000,2024-10-10 13:30:24,1823.0,41.0,783.0,120.0,649.0,46.0,949.0,8976.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,94.0,40,True,2024-10-10 09:56:39.000,0.20.1,99.0,tokenizers,conda-forge/tokenizers,,,65.0,31252358.0,107745.0,106749.0,https://pypi.org/project/tokenizers,2024-10-10 09:56:28.000,996.0,31211163.0,https://anaconda.org/conda-forge/tokenizers,2024-08-12 03:17:57.893,2100926.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
64,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-10-09 10:48:40.000000,2024-10-09 10:48:40,10143.0,266.0,1368.0,133.0,1271.0,136.0,994.0,8690.0,A PyTorch-based Speech Toolkit.,245.0,40,True,2024-10-01 10:55:15.000,1.0.1,17.0,speechbrain,,,['pytorch'],,2863542.0,2384.0,2322.0,https://pypi.org/project/speechbrain,2024-09-02 14:25:26.000,62.0,2863542.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
65,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-10-09 16:12:06.000000,2024-10-09 16:12:04,1584.0,94.0,945.0,98.0,1552.0,119.0,1486.0,7798.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",295.0,40,True,2024-10-07 15:42:18.000,1.0.0,61.0,accelerate,conda-forge/accelerate,,['pytorch'],,7685742.0,54895.0,53392.0,https://pypi.org/project/accelerate,2024-10-07 15:29:34.000,1503.0,7679626.0,https://anaconda.org/conda-forge/accelerate,2024-10-08 05:27:45.262,220191.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
66,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-10-07 22:35:43.000000,2024-10-02 09:57:23,2317.0,40.0,565.0,90.0,884.0,288.0,951.0,3859.0,Manipulation and analysis of geometric objects.,160.0,40,True,2024-08-19 21:56:13.000,2.0.6,125.0,shapely,conda-forge/shapely,,,3685.0,33837610.0,84285.0,81350.0,https://pypi.org/project/shapely,2024-08-19 21:56:13.000,2935.0,33629328.0,https://anaconda.org/conda-forge/shapely,2024-09-25 14:46:10.973,10409004.0,1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,
67,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-10-10 11:06:20.000000,2024-10-10 11:06:20,5898.0,75.0,719.0,57.0,5153.0,1574.0,2371.0,1571.0,A distributed task scheduler for Dask.,329.0,40,True,2024-09-28 00:59:41.000,2024.9.1,240.0,distributed,conda-forge/distributed,,,,5340269.0,37633.0,36792.0,https://pypi.org/project/distributed,2024-09-28 00:59:41.000,841.0,5056300.0,https://anaconda.org/conda-forge/distributed,2024-09-28 02:21:08.800,15050383.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
68,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2024-10-09 14:18:54.000000,2024-08-30 09:20:57,6142.0,83.0,2097.0,203.0,1230.0,114.0,2219.0,13864.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,270.0,39,True,2024-07-25 12:21:58.000,0.14.0,33.0,flair,conda-forge/python-flair,,['pytorch'],,98259.0,3690.0,3549.0,https://pypi.org/project/flair,2024-07-25 12:15:28.000,141.0,97631.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,32056.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
69,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-10-10 05:29:33.000000,2024-10-10 05:29:33,4407.0,231.0,2997.0,174.0,5043.0,524.0,2356.0,13436.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",295.0,39,True,2024-09-03 04:16:25.000,2.4.0,453.0,dgl,,,,,129875.0,454.0,306.0,https://pypi.org/project/dgl,2024-05-13 01:10:39.000,148.0,129875.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
70,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-10-10 09:26:15.000000,2024-10-10 09:26:15,29078.0,392.0,811.0,129.0,6363.0,636.0,1765.0,9337.0,NumPy & SciPy for GPU.,391.0,39,True,2024-08-22 07:42:45.000,13.3.0,141.0,cupy,conda-forge/cupy,,,189053.0,150086.0,2550.0,2281.0,https://pypi.org/project/cupy,2024-08-22 07:08:16.000,269.0,56688.0,https://anaconda.org/conda-forge/cupy,2024-08-22 12:51:10.755,4764844.0,1.0,cupy/cupy,https://hub.docker.com/r/cupy/cupy,2024-08-22 07:44:42.171252,13.0,68093.0,,,,,,,,,,,,,,,,,,,
71,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-10-10 10:45:12.000000,2024-10-10 10:45:12,4939.0,255.0,1331.0,105.0,4263.0,954.0,1584.0,7815.0,A unified framework for machine learning with time series.,397.0,39,True,2024-09-26 08:11:08.000,0.33.1,81.0,sktime,conda-forge/sktime-all-extras,,['sklearn'],101.0,786792.0,3464.0,3338.0,https://pypi.org/project/sktime,2024-09-26 08:11:08.000,126.0,760693.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-09-25 06:57:14.828,1017846.0,1.0,,,,,,sktime/sktime,,,,,,,,,,,,,,,,,,
72,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-10-10 11:01:17.000000,2024-10-10 11:01:17,2028.0,24.0,919.0,104.0,1695.0,440.0,1265.0,4475.0,Python tools for geographic data.,234.0,39,True,2024-07-02 12:26:55.000,1.0.1,57.0,geopandas,conda-forge/geopandas,,['pandas'],2726.0,7828874.0,44401.0,41562.0,https://pypi.org/project/geopandas,2024-07-02 12:26:50.000,2839.0,7751423.0,https://anaconda.org/conda-forge/geopandas,2024-09-21 05:55:22.256,4026056.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
73,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-10-10 11:19:25.000000,2024-10-10 07:47:18,6517.0,138.0,1538.0,109.0,4464.0,692.0,742.0,4291.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",313.0,39,True,2024-06-05 08:15:47.000,4.9.6,39.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,['tensorflow'],,1706987.0,19937.0,19608.0,https://pypi.org/project/tensorflow-datasets,2024-06-05 08:15:42.000,329.0,1706125.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,35382.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
