,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
39,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-11-08 18:18:59.000000,2023-11-08 18:18:59,2071.0,118.0,4376.0,307.0,412.0,70.0,745.0,27519.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT),..",122.0,41,True,2023-11-04 15:23:03.000,0.9.10,53.0,timm,conda-forge/timm,,,['pytorch'],18551.0,18214.0,https://pypi.org/project/timm,3460047.0,3568770.0,https://anaconda.org/conda-forge/timm,2023-11-06 16:38:30.168,110520.0,,,,,1.0,5721866.0,2023-11-04 15:17:26.000,337.0,,,,,,,,huggingface/pytorch-image-models,,,,,,,,,,,
40,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-11-09 14:23:52.411772,2023-11-09 11:00:25,18386.0,679.0,2451.0,348.0,17519.0,674.0,8810.0,23945.0,"A cloud-native vector database, storage for next generation AI applications.",258.0,41,True,2023-10-26 11:02:57.000,2.3.2,100.0,pymilvus,,milvusdb/milvus,,,49.0,,https://pypi.org/project/pymilvus,488817.0,641840.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-11-09 14:23:52.411772,37.0,7429846.0,1.0,53124.0,2023-10-26 09:35:50.000,49.0,,,,,,,,,,,,,,,,,,,
41,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-11-09 14:01:52.000000,2023-11-09 03:36:10,5882.0,362.0,1614.0,139.0,2866.0,434.0,2676.0,23310.0,"Wrap UIs around any model, share with anyone.",220.0,41,True,2023-11-07 23:55:10.000,4.1.2,526.0,gradio,,,,,16602.0,16409.0,https://pypi.org/project/gradio,2875897.0,2875897.0,,,,,,,,1.0,,2023-11-07 23:55:10.000,193.0,,,,,,,,,,,,,,,,,,,
42,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2023-11-06 21:37:05.000000,2023-11-04 16:10:10,2560.0,88.0,3019.0,258.0,755.0,1409.0,932.0,20403.0,A game theoretic approach to explain the output of any machine learning model.,226.0,41,True,2023-10-09 10:28:05.000,0.43.0,99.0,shap,conda-forge/shap,,,,14546.0,14119.0,https://pypi.org/project/shap,7267177.0,7330081.0,https://anaconda.org/conda-forge/shap,2023-10-09 21:10:21.871,2201667.0,,,,,1.0,,2023-10-09 10:28:05.000,427.0,,,,,,,,shap/shap,,,,,,,,,,,
43,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-11-01 12:33:08.000000,2023-10-01 14:51:00,4509.0,38.0,4145.0,434.0,1681.0,376.0,1443.0,14762.0,Topic Modelling for Humans.,447.0,41,True,2023-08-24 08:44:46.000,4.3.2,43.0,gensim,conda-forge/gensim,,,,51987.0,51987.0,https://pypi.org/project/gensim,3894186.0,3930867.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1172298.0,,,,,1.0,4532.0,,,,,,,,,,piskvorky/gensim,,,,,,,,,,,
44,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-11-09 08:22:45.000000,2023-11-09 08:22:45,14450.0,5.0,2677.0,466.0,1433.0,252.0,1490.0,12500.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,444.0,41,True,,,17.0,nltk,conda-forge/nltk,,,,229734.0,229734.0,https://pypi.org/project/nltk,12661372.0,12688252.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2338603.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
45,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-11-09 07:08:37.000000,2023-11-08 22:10:34,1460.0,309.0,908.0,162.0,1641.0,350.0,527.0,8696.0,Development repository for the Triton language and compiler.,185.0,41,True,2023-09-01 07:26:13.000,2.1.0,191.0,triton,,,,,10112.0,10040.0,https://pypi.org/project/triton,6830574.0,6830574.0,,,,,,,,1.0,,2023-09-01 07:26:13.000,72.0,,,,,,,,,,,,,,,,,,,
46,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-11-09 13:32:09.000000,2023-11-09 13:32:05,46823.0,528.0,1139.0,198.0,370.0,518.0,1629.0,7442.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1182.0,41,True,2023-09-19 20:01:10.000,1.2.2,109.0,catboost,conda-forge/catboost,,,,346.0,11.0,https://pypi.org/project/catboost,2092291.0,2134275.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1418320.0,,,,,2.0,191458.0,2023-09-19 18:13:58.000,335.0,,,,,,,,,,,,,,,,,,,
47,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-11-09 06:25:47.000000,2023-11-09 01:36:06,5933.0,285.0,547.0,54.0,3748.0,771.0,2053.0,7430.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,165.0,41,True,2023-11-07 21:04:35.000,0.16.0,265.0,wandb,conda-forge/wandb,,,,32732.0,32100.0,https://pypi.org/project/wandb,7763928.0,7774399.0,https://anaconda.org/conda-forge/wandb,2023-10-04 19:30:33.577,418853.0,,,,,1.0,,2023-11-07 21:01:39.000,632.0,,,,,,,,wandb/wandb,,,,,,,,,,,
48,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-11-01 22:40:56.000000,2023-11-01 22:40:55,2729.0,44.0,7453.0,614.0,2205.0,183.0,1580.0,24759.0,The fastai deep learning library.,662.0,40,True,2023-10-15 04:04:44.000,2.7.13,147.0,fastai,,,,['pytorch'],15523.0,15185.0,https://pypi.org/project/fastai,425403.0,425403.0,,,,,,,,2.0,,2023-10-15 04:04:44.000,338.0,,,,,,,,,,,,,,,,,,,
49,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-11-01 00:25:25.000000,2023-10-26 19:38:28,7069.0,102.0,1936.0,415.0,1002.0,764.0,835.0,19598.0,Data Apps & Dashboards for Python. No JavaScript Required.,142.0,40,True,2023-10-26 20:29:58.000,2.14.1,173.0,dash,conda-forge/dash,,,,55239.0,53810.0,https://pypi.org/project/dash,2245632.0,2273589.0,https://anaconda.org/conda-forge/dash,2023-10-27 05:04:11.728,1146265.0,,,,,1.0,,2023-10-26 20:27:41.000,1429.0,,,,,,,,,,,,,,,,,,,
50,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-11-08 20:03:49.806417,2023-11-08 19:45:50,8491.0,65.0,2137.0,205.0,4135.0,15.0,1899.0,19317.0,Build multimodal AI applications with cloud-native stack.,177.0,40,True,2023-10-31 14:36:40.000,3.22.4,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1274.0,1274.0,https://pypi.org/project/jina,85439.0,115634.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,57507.0,https://hub.docker.com/r/jinaai/jina,2023-11-08 20:03:49.806417,8.0,1259285.0,2.0,,,,,,,,,,,,,,,,,,,,,,
51,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-11-08 01:24:59.000000,2023-10-23 12:18:50,32584.0,172.0,4311.0,351.0,6272.0,1.0,6641.0,17200.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",591.0,40,True,2023-10-23 10:55:37.000,3.6.13,100.0,rasa,,,,['tensorflow'],3753.0,3753.0,https://pypi.org/project/rasa,133961.0,133961.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
52,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-11-09 14:21:09.000000,2023-11-09 13:40:28,9053.0,133.0,1087.0,137.0,5233.0,576.0,3932.0,12374.0,ML Experiments Management with Git.,289.0,40,True,2023-10-31 05:02:18.000,3.28.0,483.0,dvc,conda-forge/dvc,,,,10499.0,10416.0,https://pypi.org/project/dvc,861532.0,906840.0,https://anaconda.org/conda-forge/dvc,2023-10-31 10:24:47.205,1727501.0,,,,,1.0,41270.0,2023-10-31 05:03:45.000,83.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,
53,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-10-17 10:36:07.545000,2023-10-11 23:39:48,8231.0,13.0,3243.0,482.0,678.0,47.0,2114.0,12367.0,A toolkit for making real world machine learning and data analysis applications in C++.,191.0,40,False,2023-06-03 20:05:00.841,19.24.2,34.0,dlib,conda-forge/dlib,,,,23754.0,22960.0,https://pypi.org/project/dlib,148591.0,164267.0,https://anaconda.org/conda-forge/dlib,2023-10-17 10:36:07.545,632482.0,,,,,2.0,25335.0,2022-05-08 14:40:14.000,794.0,,,,,,,,,,,,,,,,,,,
54,PyMC3,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000,2023-11-09 07:50:31.000000,2023-11-08 12:58:03,9680.0,82.0,1800.0,229.0,3748.0,207.0,2934.0,7858.0,Bayesian Modeling in Python.,470.0,40,True,2023-10-26 09:24:12.000,5.9.1,72.0,pymc3,conda-forge/pymc3,,,,2498.0,2249.0,https://pypi.org/project/pymc3,496751.0,503160.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,543344.0,,,,,1.0,1923.0,2022-03-15 10:10:19.000,249.0,,,,,,,,,,,,,,,,,,,
55,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-11-08 21:45:04.000000,2023-11-08 18:12:21,1824.0,45.0,872.0,106.0,1469.0,430.0,1149.0,3912.0,Python tools for geographic data.,212.0,40,True,2023-09-15 08:26:19.000,0.14.0,49.0,geopandas,conda-forge/geopandas,,,['pandas'],29301.0,27574.0,https://pypi.org/project/geopandas,6466543.0,6546773.0,https://anaconda.org/conda-forge/geopandas,2023-10-11 13:51:09.571,3288463.0,,,,,1.0,2196.0,2023-09-15 08:26:16.000,1727.0,,,,,,,,,,,,,,,,,,,
56,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-11-09 13:07:52.000000,2023-11-07 16:23:27,5582.0,143.0,702.0,57.0,4803.0,1419.0,2265.0,1495.0,A distributed task scheduler for Dask.,318.0,40,True,2023-10-27 22:14:59.000,2023.10.1,215.0,distributed,conda-forge/distributed,,,,32506.0,31207.0,https://pypi.org/project/distributed,4395688.0,4695020.0,https://anaconda.org/conda-forge/distributed,2023-10-27 23:18:41.788,12571974.0,,,,,1.0,,2023-10-27 22:14:59.000,1299.0,,,,,,,,,,,,,,,,,,,
57,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-11-09 06:27:16.000000,2023-10-12 07:43:04,2677.0,52.0,8078.0,375.0,3066.0,1041.0,6573.0,26032.0,OpenMMLab Detection Toolbox and Benchmark.,440.0,39,True,2023-10-12 07:45:00.000,3.2.0,52.0,mmdet,,,,['pytorch'],1872.0,1872.0,https://pypi.org/project/mmdet,160895.0,160895.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
58,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000,2023-11-06 14:37:20.000000,2023-10-30 12:27:18,5755.0,148.0,2047.0,205.0,1162.0,54.0,2163.0,13214.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,250.0,39,True,2023-10-28 12:19:55.000,0.13.0,31.0,flair,conda-forge/python-flair,,,['pytorch'],2929.0,2839.0,https://pypi.org/project/flair,116293.0,116834.0,https://anaconda.org/conda-forge/python-flair,2023-07-23 11:04:16.024,21646.0,,,,,1.0,,2023-10-28 11:56:13.000,90.0,,,,,,,,,,,,,,,,,,,
59,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-11-09 09:31:29.000000,2023-11-09 09:13:32,3569.0,271.0,2884.0,172.0,4122.0,417.0,2105.0,12396.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",278.0,39,True,2023-08-15 07:31:40.000,1.1.2,448.0,dgl,,,,,235.0,159.0,https://pypi.org/project/dgl,70980.0,70980.0,,,,,,,,1.0,,2023-08-30 08:45:26.000,76.0,,,,,,,,,,,,,,,,,,,
60,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-11-08 03:23:07.000000,2023-10-04 21:03:24,1076.0,43.0,2001.0,231.0,475.0,172.0,1016.0,10596.0,Download market data from Yahoo! Finances API.,93.0,39,True,2023-10-04 21:06:36.000,0.2.31,102.0,yfinance,ranaroussi/yfinance,,,,29429.0,29156.0,https://pypi.org/project/yfinance,1022736.0,1025658.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,81829.0,,,,,1.0,,2023-10-04 21:06:36.000,273.0,,,,,,,,,,,,,,,,,,,
61,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-11-09 03:03:44.000000,2023-11-09 03:03:44,16767.0,382.0,891.0,122.0,3320.0,115.0,1447.0,8875.0,A hyperparameter optimization framework.,255.0,39,False,2023-10-17 07:05:49.000,3.4.0,61.0,optuna,conda-forge/optuna,,,,10929.0,10505.0,https://pypi.org/project/optuna,2056918.0,2070818.0,https://anaconda.org/conda-forge/optuna,2023-10-20 10:10:01.680,569901.0,,,,,1.0,,2023-10-17 07:05:49.000,424.0,,,,,,,,,,,,,,,,,,,
62,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-11-09 12:55:39.000000,2023-11-06 21:41:34,4054.0,270.0,1170.0,104.0,3164.0,715.0,1304.0,7005.0,A unified framework for machine learning with time series.,306.0,39,True,2023-11-06 00:08:12.000,0.24.1,57.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1887.0,1832.0,https://pypi.org/project/sktime,826880.0,859685.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-11-06 08:49:23.870,918524.0,,,,,1.0,84.0,2023-11-06 00:08:12.000,55.0,,,,,,,,sktime/sktime,,,,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-11-07 12:59:16.000000,2023-11-07 12:53:58,1758.0,36.0,2233.0,170.0,784.0,64.0,975.0,6461.0,Python Data. Leaflet.js Maps.,156.0,39,True,2023-11-06 17:38:34.000,0.15.0,29.0,folium,conda-forge/folium,,,,31303.0,30501.0,https://pypi.org/project/folium,768168.0,840188.0,https://anaconda.org/conda-forge/folium,2023-11-06 19:27:34.985,2448697.0,,,,,1.0,,2023-11-06 17:38:34.000,802.0,,,,,,,,,,,,,,,,,,,
64,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-11-09 13:20:12.000000,2023-11-08 15:37:27,1146.0,115.0,647.0,94.0,1075.0,107.0,955.0,5985.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",191.0,39,True,2023-10-30 14:12:25.000,0.24.1,37.0,accelerate,conda-forge/accelerate,,,['pytorch'],17902.0,17504.0,https://pypi.org/project/accelerate,7363527.0,7366927.0,https://anaconda.org/conda-forge/accelerate,2023-10-30 20:25:30.968,85015.0,,,,,1.0,,2023-10-30 14:11:01.000,398.0,,,,,,,,,,,,,,,,,,,
65,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-11-09 02:38:30.298000,2023-11-09 02:24:24,3947.0,197.0,552.0,80.0,2043.0,165.0,659.0,4859.0,Flax is a neural network library for JAX that is designed for flexibility.,206.0,39,True,2023-10-28 02:08:03.000,0.7.5,40.0,flax,conda-forge/flax,,,['jax'],5048.0,4872.0,https://pypi.org/project/flax,9995196.0,9996343.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,36696.0,,,,,2.0,50.0,2023-10-28 02:08:03.000,176.0,,,,,,,,,,,,,,,,,,,
66,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-11-09 09:55:18.000000,2023-11-08 20:18:34,17709.0,197.0,1217.0,84.0,7556.0,531.0,4186.0,2389.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,356.0,39,True,2023-09-06 17:49:45.000,1.5.1,75.0,mne,conda-forge/mne,,,,3424.0,3144.0,https://pypi.org/project/mne,109093.0,117127.0,https://anaconda.org/conda-forge/mne,2023-09-06 18:39:29.631,337457.0,,,,,1.0,,2023-09-06 17:48:48.000,280.0,,,,,,,,,,,,,,,,,,,
67,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-11-06 09:03:24.000000,2023-11-03 10:04:06,6112.0,40.0,6676.0,419.0,2765.0,964.0,7241.0,34420.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",184.0,38,True,2023-10-18 12:32:48.000,2.7.1,40.0,paddleocr,,,,['paddle'],1976.0,1946.0,https://pypi.org/project/paddleocr,94306.0,94306.0,,,,,,,,1.0,,2023-09-15 08:35:48.000,30.0,,,,,,,,,,,,,,,,,,,
68,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-11-08 00:35:14.000000,2023-11-06 16:37:37,908.0,45.0,3089.0,467.0,816.0,368.0,1849.0,25284.0,A library for efficient similarity search and clustering of dense vectors.,142.0,38,True,2023-10-26 09:35:50.000,2.3.2,86.0,pymilvus,conda-forge/faiss,,,,3288.0,3239.0,https://pypi.org/project/pymilvus,488817.0,512038.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,975320.0,,,,,1.0,,2023-10-26 09:35:50.000,49.0,,,,,,,,,,,,,,,,,,,
69,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6880.0,1076.0,11124.0,1804.0,7763.0,20629.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7132.0,6837.0,https://pypi.org/project/mxnet,347466.0,347906.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10430.0,,,,,2.0,26474.0,2022-05-17 21:11:13.000,290.0,,,,,,,,apache/mxnet,,,,5.0,,,,,,,
70,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-11-09 14:19:59.000000,2023-11-09 14:03:58,7083.0,202.0,3349.0,254.0,2499.0,832.0,2483.0,18888.0,Graph Neural Network Library for PyTorch.,459.0,38,True,2023-10-12 08:28:59.000,2.4.0,40.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],111.0,,https://pypi.org/project/torch-geometric,232424.0,233257.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-11-08 13:56:02.983,33337.0,,,,,1.0,,2023-10-12 08:27:10.000,111.0,,,,,,,,,,,,,,,,,,,
71,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-11-08 17:31:54.000000,2023-11-07 12:50:10,2598.0,85.0,876.0,125.0,1687.0,229.0,598.0,8794.0,Computer Vision and Robotics Library for AI.,242.0,38,True,2023-08-02 09:57:58.000,0.7.0,36.0,kornia,conda-forge/kornia,,,['pytorch'],6938.0,6938.0,https://pypi.org/project/kornia,2094249.0,2097320.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,107014.0,,,,,1.0,857.0,,,,,,,,,,,,,,,,,,,,,
72,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-11-08 13:41:36.000000,2023-11-06 13:12:05,1740.0,52.0,628.0,119.0,537.0,261.0,580.0,7767.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,81.0,38,True,2023-10-06 11:10:29.000,0.14.1,80.0,tokenizers,conda-forge/tokenizers,,,,47698.0,47698.0,https://pypi.org/project/tokenizers,15178137.0,15212224.0,https://anaconda.org/conda-forge/tokenizers,2023-10-16 16:09:23.075,1363507.0,,,,,1.0,33.0,,,,,,,,,,,,,,,,,,,,,
73,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-11-09 14:40:38.000000,2023-10-30 10:16:51,9583.0,270.0,1139.0,124.0,1020.0,168.0,861.0,6800.0,A PyTorch-based Speech Toolkit.,223.0,38,True,2023-07-22 18:07:47.000,0.5.15,14.0,speechbrain,,,,['pytorch'],1101.0,1087.0,https://pypi.org/project/speechbrain,188575.0,188575.0,,,,,,,,1.0,,2023-07-22 18:08:45.000,14.0,,,,,,,,,,,,,,,,,,,
74,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-11-09 14:03:14.000000,2023-11-09 14:03:07,6069.0,98.0,1459.0,112.0,4026.0,643.0,697.0,4040.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",299.0,38,True,2023-09-08 09:07:53.000,4.9.3,36.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],15186.0,14975.0,https://pypi.org/project/tensorflow-datasets,1927967.0,1928792.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,24764.0,,,,,1.0,,2023-09-08 09:07:47.000,211.0,,,,,,,,,,,,,,,,,,,
75,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-11-08 03:51:58.000000,2023-10-29 21:14:26,2226.0,23.0,543.0,90.0,763.0,229.0,891.0,3479.0,Manipulation and analysis of geometric objects.,149.0,38,True,2023-10-12 20:37:19.000,2.0.2,121.0,shapely,conda-forge/shapely,,,,56455.0,55382.0,https://pypi.org/project/shapely,16563172.0,16784683.0,https://anaconda.org/conda-forge/shapely,2023-10-13 10:53:16.010,8634782.0,,,,,2.0,2680.0,2023-10-12 20:37:19.000,1073.0,,,,,,,,,,,,,,,,,,,
